age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
42,private,hs-grad,9,never-married,other-service,other-relative,black,male,0,0,40,united-states,<=50K
32,private,assoc-acdm,12,never-married,adm-clerical,not-in-family,white,female,0,0,45,united-states,<=50K
53,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,36,united-states,>50K
47,self-emp-not-inc,bachelors,13,widowed,exec-managerial,unmarried,asian-pac-islander,female,0,0,60,thailand,<=50K
24,private,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50K
30,state-gov,some-college,10,married-civ-spouse,prof-specialty,wife,black,female,0,0,40,united-states,>50K
42,private,hs-grad,9,separated,sales,unmarried,white,female,0,0,45,united-states,<=50K
37,self-emp-not-inc,11th,7,never-married,farming-fishing,own-child,white,male,0,0,37,united-states,<=50K
26,self-emp-not-inc,10th,6,married-civ-spouse,farming-fishing,husband,white,male,0,0,99,united-states,<=50K
25,local-gov,hs-grad,9,never-married,farming-fishing,own-child,white,male,0,1719,16,united-states,<=50K
52,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50K
50,local-gov,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50K
40,private,prof-school,15,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,99999,0,40,united-states,>50K
32,private,hs-grad,9,married-spouse-absent,handlers-cleaners,other-relative,white,male,0,0,40,united-states,<=50K
42,local-gov,masters,14,never-married,prof-specialty,not-in-family,white,female,0,1741,35,united-states,<=50K
47,private,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50K
27,private,bachelors,13,married-civ-spouse,exec-managerial,wife,asian-pac-islander,female,0,0,40,south,<=50K
61,self-emp-not-inc,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,0,0,40,united-states,<=50K
47,private,5th-6th,3,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,mexico,<=50K
30,private,assoc-acdm,12,never-married,machine-op-inspct,unmarried,black,female,0,0,40,united-states,<=50K
54,private,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,united-states,>50K
56,local-gov,prof-school,15,married-civ-spouse,adm-clerical,husband,asian-pac-islander,male,0,0,40,philippines,>50K
69,private,some-college,10,widowed,adm-clerical,not-in-family,white,female,0,0,24,united-states,<=50K
30,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50K
36,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,canada,>50K
42,self-emp-not-inc,11th,7,married-civ-spouse,farming-fishing,husband,white,male,0,0,60,united-states,<=50K
45,federal-gov,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50K
39,private,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,7688,0,20,united-states,>50K
26,private,11th,7,divorced,adm-clerical,own-child,white,female,0,0,40,united-states,<=50K
28,local-gov,bachelors,13,married-civ-spouse,protective-serv,husband,black,male,0,0,42,united-states,>50K
31,private,masters,14,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50K
32,private,5th-6th,3,separated,farming-fishing,other-relative,white,male,0,0,60,mexico,<=50K
51,private,hs-grad,9,never-married,exec-managerial,other-relative,white,female,0,0,40,united-states,<=50K
29,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50K
38,local-gov,masters,14,never-married,prof-specialty,not-in-family,white,female,0,2258,60,united-states,<=50K
64,private,some-college,10,widowed,exec-managerial,not-in-family,white,female,0,0,10,united-states,<=50K
26,state-gov,some-college,10,never-married,protective-serv,own-child,white,male,0,0,40,united-states,<=50K
68,private,5th-6th,3,married-spouse-absent,sales,not-in-family,white,male,0,0,22,united-states,<=50K
51,private,1st-4th,2,separated,prof-specialty,unmarried,white,female,0,0,40,mexico,<=50K
26,private,10th,6,separated,prof-specialty,other-relative,white,female,0,0,40,puerto-rico,<=50K
33,local-gov,bachelors,13,married-spouse-absent,prof-specialty,other-relative,black,male,0,0,40,united-states,<=50K
52,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,2105,0,40,united-states,<=50K
31,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,55,united-states,<=50K
29,local-gov,hs-grad,9,never-married,protective-serv,unmarried,white,male,0,0,45,united-states,<=50K
19,private,some-college,10,never-married,other-service,own-child,white,female,0,0,27,united-states,<=50K
51,private,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,united-states,<=50K
45,private,9th,5,separated,other-service,unmarried,other,female,0,0,40,trinadad&tobago,<=50K
20,private,hs-grad,9,married-civ-spouse,sales,own-child,black,male,0,0,32,united-states,<=50K
40,private,some-college,10,never-married,handlers-cleaners,not-in-family,white,male,0,0,48,united-states,<=50K
43,private,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,99999,0,55,united-states,>50K
52,local-gov,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50K
46,private,some-college,10,divorced,adm-clerical,not-in-family,white,female,0,0,24,united-states,<=50K
20,private,9th,5,never-married,transport-moving,not-in-family,white,male,0,0,50,united-states,<=50K
38,self-emp-not-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,<=50K
32,state-gov,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,75,united-states,>50K
49,private,7th-8th,4,never-married,other-service,other-relative,white,male,0,0,35,united-states,<=50K
31,private,hs-grad,9,separated,adm-clerical,not-in-family,white,male,0,0,45,united-states,<=50K
46,private,5th-6th,3,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,mexico,<=50K
46,private,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50K
46,local-gov,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,70,united-states,>50K
29,private,hs-grad,9,married-spouse-absent,other-service,not-in-family,other,female,0,0,40,columbia,<=50K
44,private,7th-8th,4,married-civ-spouse,prof-specialty,husband,white,male,0,0,25,united-states,<=50K
28,private,some-college,10,never-married,prof-specialty,own-child,black,female,0,0,40,united-states,<=50K
28,self-emp-not-inc,bachelors,13,never-married,protective-serv,own-child,white,male,0,0,40,united-states,<=50K
48,private,hs-grad,9,widowed,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50K
52,private,11th,7,divorced,machine-op-inspct,not-in-family,black,female,0,0,20,united-states,<=50K
19,private,hs-grad,9,never-married,farming-fishing,other-relative,white,male,0,0,35,united-states,<=50K
31,self-emp-not-inc,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
47,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,99999,0,55,united-states,>50K
22,private,some-college,10,never-married,prof-specialty,own-child,white,male,0,0,2,united-states,<=50K
46,private,assoc-acdm,12,married-civ-spouse,craft-repair,husband,white,male,0,0,44,united-states,>50K
51,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,3103,0,60,united-states,>50K
50,private,masters,14,married-civ-spouse,craft-repair,husband,white,male,0,1902,45,united-states,>50K
38,private,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,3942,0,84,portugal,<=50K
40,local-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,black,male,0,0,35,united-states,<=50K
58,private,some-college,10,divorced,machine-op-inspct,not-in-family,other,male,0,0,40,mexico,<=50K
26,local-gov,bachelors,13,never-married,prof-specialty,own-child,black,female,0,0,35,united-states,<=50K
17,private,12th,8,never-married,prof-specialty,own-child,white,female,0,0,40,united-states,<=50K
49,private,10th,6,divorced,other-service,not-in-family,white,male,0,0,48,united-states,<=50K
39,state-gov,masters,14,married-civ-spouse,prof-specialty,wife,white,female,5178,0,38,united-states,>50K
46,private,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,0,0,45,united-states,>50K
26,private,hs-grad,9,separated,sales,unmarried,black,female,0,0,37,united-states,<=50K
40,federal-gov,masters,14,never-married,tech-support,not-in-family,white,female,0,0,40,united-states,<=50K
60,self-emp-not-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50K
28,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,black,male,0,0,40,united-states,<=50K
22,private,some-college,10,never-married,prof-specialty,not-in-family,asian-pac-islander,female,0,0,12,thailand,<=50K
31,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,55,united-states,<=50K
45,private,hs-grad,9,divorced,exec-managerial,not-in-family,white,male,13550,0,50,united-states,>50K
34,private,hs-grad,9,divorced,prof-specialty,unmarried,white,male,0,0,40,mexico,<=50K
27,state-gov,masters,14,never-married,exec-managerial,not-in-family,white,male,0,0,40,scotland,<=50K
40,private,some-college,10,divorced,transport-moving,not-in-family,black,female,0,0,40,united-states,<=50K
68,private,hs-grad,9,widowed,machine-op-inspct,not-in-family,white,female,0,0,32,united-states,<=50K
51,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50K
55,private,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,20,united-states,<=50K
43,private,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50K
23,state-gov,bachelors,13,never-married,prof-specialty,own-child,white,female,0,0,27,united-states,<=50K
42,self-emp-inc,some-college,10,married-civ-spouse,prof-specialty,husband,amer-indian-eskimo,male,2885,0,30,united-states,<=50K
51,self-emp-inc,hs-grad,9,never-married,exec-managerial,not-in-family,white,male,10520,0,40,united-states,>50K
32,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,5013,0,55,united-states,<=50K
34,private,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,>50K
31,local-gov,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,70,united-states,>50K
71,private,7th-8th,4,divorced,prof-specialty,unmarried,white,male,0,0,45,united-states,<=50K
26,private,12th,8,married-civ-spouse,priv-house-serv,wife,other,female,0,0,40,dominican-republic,<=50K
34,private,bachelors,13,married-civ-spouse,transport-moving,husband,asian-pac-islander,male,0,0,40,united-states,>50K
46,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,0,1902,40,united-states,>50K
33,private,hs-grad,9,married-civ-spouse,transport-moving,husband,asian-pac-islander,male,0,0,40,united-states,<=50K
41,local-gov,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50K
59,private,10th,6,married-spouse-absent,protective-serv,not-in-family,asian-pac-islander,male,0,0,40,india,<=50K
50,self-emp-not-inc,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,7688,0,50,united-states,>50K
46,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,<=50K
45,private,masters,14,divorced,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
31,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,<=50K
32,private,hs-grad,9,divorced,tech-support,unmarried,white,female,1471,0,38,united-states,<=50K
28,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50K
36,private,assoc-acdm,12,never-married,exec-managerial,unmarried,white,male,0,0,50,united-states,<=50K
39,self-emp-inc,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,2415,40,united-states,>50K
37,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50K
36,private,7th-8th,4,married-spouse-absent,machine-op-inspct,unmarried,white,female,2977,0,40,puerto-rico,<=50K
45,private,11th,7,married-spouse-absent,machine-op-inspct,unmarried,asian-pac-islander,female,0,0,40,south,<=50K
43,federal-gov,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,7298,0,40,united-states,>50K
49,private,prof-school,15,never-married,prof-specialty,not-in-family,white,female,0,0,55,united-states,>50K
26,private,hs-grad,9,never-married,transport-moving,own-child,black,male,0,0,40,united-states,<=50K
34,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,1977,55,united-states,>50K
51,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,>50K
67,self-emp-not-inc,bachelors,13,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50K
40,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,7298,0,45,united-states,>50K
32,private,hs-grad,9,married-civ-spouse,sales,wife,white,female,0,0,40,united-states,>50K
21,private,some-college,10,never-married,other-service,own-child,white,female,0,0,16,united-states,<=50K
39,self-emp-not-inc,some-college,10,married-civ-spouse,other-service,wife,white,female,0,0,15,united-states,>50K
33,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
48,private,hs-grad,9,divorced,sales,not-in-family,white,male,0,0,60,united-states,<=50K
21,private,some-college,10,never-married,prof-specialty,own-child,white,female,0,0,30,united-states,<=50K
68,self-emp-inc,assoc-voc,11,widowed,sales,not-in-family,white,female,25124,0,50,united-states,>50K
24,private,hs-grad,9,never-married,craft-repair,not-in-family,black,male,0,0,40,united-states,<=50K
24,private,11th,7,never-married,farming-fishing,unmarried,white,male,2463,0,40,united-states,<=50K
23,private,bachelors,13,never-married,exec-managerial,own-child,white,female,0,0,45,united-states,<=50K
40,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,63,united-states,<=50K
48,private,bachelors,13,married-spouse-absent,exec-managerial,not-in-family,white,female,0,0,50,united-states,>50K
42,self-emp-not-inc,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50K
45,federal-gov,bachelors,13,never-married,protective-serv,not-in-family,black,female,0,0,40,united-states,<=50K
31,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50K
53,private,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,<=50K
25,private,bachelors,13,never-married,prof-specialty,own-child,black,female,0,0,55,united-states,<=50K
32,private,some-college,10,married-civ-spouse,other-service,husband,black,male,0,0,50,united-states,<=50K
